name,title list,director_id,gender,director_popularity,movie_id,title
Sugath Samarakoon,Vijaya Kuweni,3020559.0,0.0,0.6,809088,Vijaya Kuweni
Surender Reddy,Sye Raa Narasimha Reddy,1070462.0,0.0,0.694,496495,Sye Raa Narasimha Reddy
Sándor Sára,80 Hussars,937376.0,2.0,0.6,89665,80 Hussars
Sönke Wortmann,Pope Joan,1869.0,2.0,1.76,9503,Pope Joan
T Hariharan,Kerala Varma Pazhassi Raja,584792.0,2.0,1.166,78642,Kerala Varma Pazhassi Raja
Tamás Rényi,Dead or Alive,1260718.0,2.0,0.6,388086,Dead or Alive
Tarsem Singh,Immortals,56512.0,2.0,3.632,37958,Immortals
Ted Zarpas,Electra,1436845.0,0.0,0.828,420343,Electra
Teinosuke Kinugasa,Gate of Hell,213471.0,2.0,7.442,43349,Gate of Hell
Tekin Girgin,Troy the Odyssey,1681942.0,0.0,1.38,493416,Troy the Odyssey
Terence Young,"Duel of Champions, Mayerling",9855.0,2.0,9.339,172747,Duel of Champions
Terence Young,"Duel of Champions, Mayerling",9855.0,2.0,9.202,63888,Mayerling
Terrence Malick,The New World,30715.0,2.0,6.137,11400,The New World
Thomas J. Wright,Roar,8573.0,2.0,1.788,800709,Roar
Tim Burton,Sleepy Hollow,510.0,2.0,17.373,2668,Sleepy Hollow
Tinto Brass,Caligula,58021.0,2.0,14.243,9453,Caligula
Tokuzō Tanaka,Shinobi no Mono 4: Siege,83199.0,2.0,1.4,159403,Shinobi no Mono 4: Siege
Tom Donovan,Lovespell,190741.0,0.0,0.6,143328,Lovespell
Tom Hooper,Les Misérables,70500.0,2.0,3.599,82695,Les Misérables
Tom Hooper,Les Misérables,70500.0,2.0,3.799,82695,Les Misérables
Tomu Uchida,Bloody Spear at Mount Fuji,998534.0,2.0,7.78,93424,Bloody Spear at Mount Fuji
Tony Ching Siu-Tung,An Empress and the Warriors,67259.0,2.0,4.346,14539,An Empress and the Warriors
Tony Grech-Smith,National Theatre Live: Julius Caesar,3131424.0,0.0,2.023,465616,National Theatre Live: Julius Caesar
Tony Mitchell,"Atlantis: End of a World, Birth of a Legend",32838.0,0.0,0.98,83975,"Atlantis: End of a World, Birth of a Legend"
Tony Richardson,"The Charge of the Light Brigade, Ned Kelly",32765.0,2.0,4.528,38978,Ned Kelly
Tony Richardson,"The Charge of the Light Brigade, Ned Kelly",32765.0,2.0,4.528,42193,The Charge of the Light Brigade
Toshikazu Kono,The Third Ninja,1124326.0,2.0,0.732,52975,The Third Ninja
Trevor Nunn,Lady Jane,98750.0,2.0,1.96,21867,Lady Jane
Tsugunobu Kotani,The Bushido Blade,563666.0,2.0,1.566,146091,The Bushido Blade
Tsui Hark,Detective Dee and the Mystery of the Phantom Flame,26760.0,2.0,12.133,48492,Detective Dee and the Mystery of the Phantom Flame
Tucker Gates,Roar,1212609.0,2.0,6.02,800709,Roar
Uli Edel,"Julius Caesar, Ring of the Nibelungs",15868.0,2.0,6.467,11188,Ring of the Nibelungs
Uli Edel,"Julius Caesar, Ring of the Nibelungs",15868.0,2.0,6.467,34469,Julius Caesar
Veit Harlan,The Great King,55761.0,2.0,2.136,212530,The Great King
Veith von Fürstenberg,Fire and Sword,22607.0,2.0,0.972,550724,Fire and Sword
Victor Fleming,"Treasure Island, Gone with the Wind",9049.0,2.0,5.092,43605,Treasure Island
Victor Fleming,"Treasure Island, Gone with the Wind",9049.0,2.0,4.974,770,Gone with the Wind
Vijay,Mayura,3142895.0,0.0,0.6,235434,Mayura
Vijay Krishna Acharya,Thugs of Hindostan,76451.0,0.0,1.499,472138,Thugs of Hindostan
Viktor Tourjansky,A Queen for Caesar,52594.0,2.0,1.682,330627,A Queen for Caesar
Vittorio Cottafavi,Messalina,128238.0,2.0,1.132,211292,Messalina
Vittorio Cottafavi,"Amazons of Rome, Legions of the Nile",128238.0,2.0,1.4,168479,Legions of the Nile
Vittorio Cottafavi,"Amazons of Rome, Legions of the Nile",128238.0,2.0,1.4,164302,Amazons of Rome
W.D. Hogan,Soldier of God,1187609.0,2.0,1.15,31973,Soldier of God
W.S. Van Dyke,Marie Antoinette,32427.0,2.0,3.633,43847,Marie Antoinette
Walter Hill,"Wild Bill, Geronimo: An American Legend",1723.0,2.0,3.65,65796,Wild Bill
Walter Hill,"Wild Bill, Geronimo: An American Legend",1723.0,2.0,3.65,35588,Geronimo: An American Legend
Wang Jing,Fall of Ming,1270261.0,2.0,0.98,244971,Fall of Ming
Waris Hussein,Henry VIII and His Six Wives,44726.0,2.0,2.25,71924,Henry VIII and His Six Wives
Werner Herzog,"Aguirre, the Wrath of God, The Enigma of Kaspar Hauser",6818.0,2.0,6.418,2000,"Aguirre, the Wrath of God"
Werner Herzog,"Aguirre, the Wrath of God, The Enigma of Kaspar Hauser",6818.0,2.0,6.418,11710,The Enigma of Kaspar Hauser
Werner Schroeter,Macbeth,45192.0,2.0,6.338,304394,Macbeth
Wilfried Hauke,A Royal Affair,1364522.0,2.0,1.422,343419,A Royal Affair
Will Price,Tripoli,90076.0,2.0,0.6,203272,Tripoli
William A. Graham,George Washington II: The Forging of a Nation,83467.0,2.0,3.167,357928,George Washington II: The Forging of a Nation
William Castle,Slaves of Babylon,12011.0,2.0,0.772,350806,Slaves of Babylon
William Castle,Serpent of the Nile,12011.0,2.0,0.814,114771,Serpent of the Nile
William Hanna,The Three Musketeers,13620.0,2.0,9.599,428181,The Three Musketeers
William Humphrey,A Tale of Two Cities,1187662.0,0.0,0.6,233095,A Tale of Two Cities
William K. Howard,Fire Over England,89632.0,2.0,0.6,22969,Fire Over England
William Keighley,"The Adventures of Robin Hood, The Master of Ballantrae",67426.0,2.0,3.466,43355,The Master of Ballantrae
William Keighley,"The Adventures of Robin Hood, The Master of Ballantrae",67426.0,2.0,3.466,10907,The Adventures of Robin Hood
William Mayo,Lapu-Lapu,1382540.0,0.0,0.6,363347,Lapu-Lapu
Wolfgang Petersen,Troy,5231.0,2.0,6.484,652,Troy
Xiaowen Zhou,The Emperor's Shadow,96221.0,2.0,0.772,26784,The Emperor's Shadow
Xie Jin,The Opium War,1001089.0,2.0,4.129,161382,The Opium War
Yannis Smaragdis,El Greco,233134.0,2.0,0.84,29272,El Greco
Yoo Ha,A Frozen Flower,1294627.0,2.0,1.4,17903,A Frozen Flower
Yorgos Lanthimos,The Favourite,122423.0,2.0,12.069,375262,The Favourite
Youssef Chahine,Destiny,20023.0,2.0,1.03,37673,Destiny
Yuri Kulakov,Prince Vladimir,43535.0,0.0,1.4,39170,Prince Vladimir
Yves Simoneau,Bury My Heart at Wounded Knee,74566.0,2.0,2.666,13470,Bury My Heart at Wounded Knee
Yōichi Higashi,The Crossing,237306.0,2.0,0.694,374401,The Crossing
Zack Snyder,300,15217.0,2.0,9.168,1271,300
Zhang Yimou,"Hero, House of Flying Daggers, Curse of the Golden Flower",607.0,2.0,7.186,9550,House of Flying Daggers
Zhang Yimou,"Hero, House of Flying Daggers, Curse of the Golden Flower",607.0,2.0,7.186,1494,Curse of the Golden Flower
Zhang Yimou,"Hero, House of Flying Daggers, Curse of the Golden Flower",607.0,2.0,7.356,79,Hero
Zhao Lin-Shan,The Assassins,1106125.0,0.0,0.6,136701,The Assassins
Zoltan Korda,The Four Feathers,65852.0,2.0,1.351,10568,The Four Feathers
Zoltán Várkonyi,Stars of Eger,125179.0,2.0,3.083,41861,Stars of Eger
